id,name,stat,position,price
11963,Nouh Al Mousa,64,CDM,192
11964,Steven Luštica,64,CDM,192
11965,Callum Camps,64,CM,192
11966,Aaron McGowan,64,RB,192
11967,Cameron Norman,64,RWB,192
11968,Sung Joon Jo,64,RW,192
11969,Aleksandar Jovanović,64,CB,192
11970,Lawrence Vigouroux,64,GK,192
11971,James Wilson,64,ST,192
11972,Dion Conroy,64,CB,192
11973,Kévin Rocheteau,64,ST,192
11974,Cameron Dawson,64,GK,192
11975,Mohammed Qasem,64,LB,192
11976,Lucas Kruspzky,64,LB,192
11977,Baily Cargill,64,CB,192
11978,Gilli Rólantsson,64,RB,192
11979,Alexandru Vlad,64,LWB,192
11980,Thomas Mikkelsen,64,GK,192
11981,Fedor Černych,64,ST,192
11982,Yann Boé-Kane,64,CDM,192
11983,Kayden Jackson,64,ST,192
11984,Marvin Stefaniak,64,CAM,192
11985,Connor Randall,64,RB,192
11986,Florian Kath,64,LW,192
11987,Hendrik Bonmann,64,GK,192
11988,Shangyuan Wang,64,CM,192
11989,Chris Long,64,ST,192
11990,Sean Long,64,CB,192
11991,David Wheeler,64,RW,192
11992,Ollie Palmer,64,ST,192
11993,Sam Nicholson,64,RW,192
11994,Salih Dursun,64,RB,192
11995,Jamal Bajandouh,64,CDM,192
11996,Greg Kiltie,64,CAM,192
11997,Eoghan O'Connell,64,CB,192
11998,Martin Samuelsen,64,ST,192
11999,Jordan Rossiter,64,CDM,192
12000,Sandi Križman,64,ST,192
12001,Hamad Al Mansour,64,LB,192
12002,Eric Miller,64,RB,192
12003,Tommy Thompson,64,RB,192
12004,Abdullah Al Shamekh,64,LB,192
12005,Muzepper Mirahmetjan,64,CM,192
12006,Myung Jae Lee,64,LB,192
12007,Fochive,64,CDM,192
12008,Sebastian Ohlsson,64,CB,192
12009,Alexandru Buzbuchi,64,GK,192
12010,Xiaotian Yang,64,LB,192
12011,Baojie Zhu,64,LM,192
12012,Taiyan Jin,64,LB,192
12013,Liam Kinsella,64,CM,192
12014,Yuhao Zhao,64,CB,192
12015,Tom James,64,RB,192
12016,Jiakang Hui,64,LM,192
12017,Nathan Smith,64,CB,192
12018,Roberto Ramírez,64,GK,192
12019,Ben Close,64,CDM,192
12020,Tom Davies,64,CB,192
12021,Harrison Dunk,64,LB,192
12022,Jens Jakob Thomasen,64,CM,192
12023,Eirik Haugan,64,CB,192
12024,Jarosław Jach,64,CB,192
12025,Mattia Sprocati,64,LW,192
12026,Mickey Demetriou,64,CB,192
12027,Lukas Jäger,64,CDM,192
12028,Deian Boldor,64,CB,192
12029,Marvin Egho,64,ST,192
12030,George Maris,64,CDM,192
12031,Tobias Schützenauer,64,GK,192
12032,Tom Pett,64,CM,192
12033,Alexander Brunst,64,GK,192
12034,Max Clark,64,LB,192
12035,Jordan Williams,64,CDM,192
12036,Nolan Mbemba,64,CM,192
12037,Alex Gersbach,64,LB,192
12038,Hubert Matynia,64,LB,192
12039,Tennai Watson,64,RWB,192
12040,Max Reinthaler,64,CB,192
12041,Korbinian Burger,64,CB,192
12042,Dun Ba,64,RM,192
12043,Shenchao Wang,64,CB,192
12044,Shenglong Li,64,ST,192
12045,Ronaldo Cisneros,64,ST,192
12046,Harry Anderson,64,RW,192
12047,Alex Bass,64,GK,192
12048,Egzon Binaku,64,LWB,192
12049,Luke McGee,64,GK,192
12050,Vlad Achim,64,CM,192
12051,Regan Poole,64,CB,192
12052,Maurice Litka,64,LM,192
12053,Marlon Frey,64,CM,192
12054,Tom King,64,GK,192
12055,Julius Düker,64,CM,192
12056,Victor Adeboyejo,64,ST,192
12057,Matías Romero,64,CM,192
12058,Clément Depres,64,ST,192
12059,Daníel Leó Grétarsson,64,CB,192
12060,Christos Gravius,64,CM,192
12061,Min Hyeok Kim,64,CM,192
12062,Luke Armstrong,64,ST,192
12063,Seung Joon Kim,64,ST,192
12064,Pål Alexander Kirkevold,64,ST,192
12065,Shaun McWilliams,64,CDM,192
12066,John McCarthy,64,GK,192
12067,Regan Hendry,64,CM,192
12068,Paudie O'Connor,64,CB,192
12069,Valtteri Moren,64,CB,192
12070,Harry Chapman,64,CAM,192
12071,Aaron Hayden,64,CB,192
12072,Marvin Ajani,64,RM,192
12073,Nicolás Delgadillo,64,LM,192
12074,Elliott List,64,ST,192
12075,Eirik Wichne,64,RB,192
12076,Bart Straalman,64,CB,192
12077,Sam Lavelle,64,CB,192
12078,Robbie Cundy,64,CB,192
12079,Snorre Nilsen,64,RB,192
12080,Marco Lund,64,CB,192
12081,Emanuel Taffertshofer,64,CDM,192
12082,Ariel Lassiter,64,RM,192
12083,James Brophy,64,LM,192
12084,Miguel Zabaco Tomé,64,CB,192
12085,Fraser Horsfall,64,CB,192
12086,Ethan Robson,64,CM,192
12087,Alex Pattison,64,CM,192
12088,Olamide Shodipo,64,LW,192
12089,Alexander Sorge,64,CB,192
12090,Nikola Tzanev,64,GK,192
12091,Mihai Roman,64,ST,192
12092,Joe Pritchard,64,RM,192
12093,Hakeem Odoffin,64,CDM,192
12094,Lee Grace,64,CB,192
12095,Jonathan Leko,64,ST,192
12096,Tomislav Uskok,64,CB,192
12097,Daniel Margush,64,GK,192
12098,Tony Alfaro,64,CB,192
12099,James Penrice,64,LB,192
12100,Milan Jevtović,64,LW,192
12101,Sebastien Ibeagha,64,CB,192
12102,Kaan Kairinen,64,CM,192
12103,Glenn Middleton,64,RW,192
12104,Jeong Un Hong,64,CB,192
12105,Daniel Cleary,64,CB,192
12106,David Browne,64,LW,192
12107,Shane McLoughlin,64,CM,192
12108,Ho Ik Jang,64,CB,192
12109,Marius Adamonis,64,GK,192
12110,Shihao Piao,64,RWB,192
12111,Simone Edera,64,CAM,192
12112,Gino Fechner,64,RB,192
12113,Tomás Sandoval,64,ST,192
12114,Paweł Olszewski,64,RWB,192
12115,Corey O'Keeffe,64,RWB,192
12116,Steve Seddon,64,LB,192
12117,Seung Won Jeong,64,CM,192
12118,Louis Samson,64,CDM,192
12119,Niklas Landgraf,64,LWB,192
12120,Levi Lumeka,64,LW,192
12121,Nathan McGinley,64,LB,192
12122,Jean Ruiz,64,CB,192
12123,Marius Funk,64,GK,192
12124,Demirtapa,64,CB,192
12125,Jonny Smith,64,RM,192
12126,Sören Reddemann,64,CB,192
12127,Tom Pearce,64,LWB,192
12128,Răzvan Oaidă,64,CM,192
12129,Mikey Ambrose,64,LB,192
12130,Romario Benzar,64,RB,192
12131,Silvan Sidler,64,RWB,192
12132,Luke Molyneux,64,RW,192
12133,Jordon Garrick,64,ST,192
12134,Adrián Diéguez Grande,64,CB,192
12135,Brandon Austin,64,GK,192
12136,Bozhidar Chorbadzhiyski,64,CB,192
12137,Bo Seop Kim,64,RW,192
12138,Vasilios Xenopoulos,64,GK,192
12139,Cohen Bramall,64,LWB,192
12140,Jordan Davies,64,CM,192
12141,Nick DePuy,64,CB,192
12142,Jacori Hayes,64,CDM,192
12143,Stefan Cleveland,64,GK,192
12144,Jakob Nerwinski,64,CB,192
12145,Abdel Hakim Abdallah,64,LB,192
12146,Brent Kallman,64,CB,192
12147,Michael Blauensteiner,64,RB,192
12148,Nathan Holland,64,LW,192
12149,Hiroki Abe,64,LW,192
12150,Kyle McAllister,64,RM,192
12151,Rodrigo Schlegel,64,CB,192
12152,Edward McGinty,64,GK,192
12153,Jakub Żubrowski,64,CDM,192
12154,Martin Frese,64,LB,192
12155,Dan Kemp,64,LW,192
12156,Kevin Lankford,64,RM,192
12157,Hikmet Çiftçi,64,CM,192
12158,Bendik Bye,64,RM,192
12159,Jason Pendant,64,LB,192
12160,Tim Boss,64,GK,192
12161,Ulrik Fredriksen,64,CB,192
12162,Danilo Wiebe,64,RB,192
12163,Björn Rother,64,CDM,192
12164,Thore Jacobsen,64,CDM,192
12165,Robin Scheu,64,RM,192
12166,Max Dombrowka,64,LB,192
12167,Moritz Fritz,64,CB,192
12168,Justin Bakker,64,CB,192
12169,Mirko Kos,64,GK,192
12170,Lukas Scherff,64,LB,192
12171,Ricardo Fernandes,64,GK,192
12172,Michal Sipľak,64,LWB,192
12173,Tomas Totland,64,RB,192
12174,Karol Niemczycki,64,GK,192
12175,Bjarke Jacobsen,64,CDM,192
12176,Shamal George,64,GK,192
12177,Arthur Gnahoua,64,LW,192
12178,Niccolò Zanellato,64,CM,192
12179,Mattéo Ahlinvi,64,CDM,192
12180,Ben Williams,64,LWB,192
12181,Callum Hendry,64,ST,192
12182,Archie Collins,64,CM,192
12183,Carlos Gracia,64,CB,192
12184,Sonny Laiton,64,GK,192
12185,Ali Koiki,64,LB,192
12186,Jordan Gibson,64,RM,192
12187,Javi Vázquez,64,LB,192
12188,Bobby Adekanye,64,RM,192
12189,Ronald Hernández,64,RB,192
12190,George Marsh,64,CDM,192
12191,Shuai Yang,64,CB,192
12192,Zhen Wei,64,CB,192
12193,George Nurse,64,CB,192
12194,Zichang Huang,64,RM,192
12195,Budimir Janošević,64,GK,192
12196,Jerome Opoku,64,CB,192
12197,Turki Al Ammar,64,RW,192
12198,Ron-Thorben Hoffmann,64,GK,192
12199,Ryan Leak,64,CB,192
12200,Elliot Watt,64,CDM,192
12201,Se Jin Jeon,64,LW,192
12202,Adam Ståhl,64,RWB,192
12203,Alfons Amade,64,CM,192
12204,Matt Real,64,LB,192
12205,Marokhy Ndione,64,ST,192
12206,Christopher McVey,64,CB,192
12207,Mickel Miller,64,LWB,192
12208,Niclas Stierlin,64,CDM,192
12209,Carlo Sickinger,64,CDM,192
12210,Corey Baird,64,RM,192
12211,John Yeboah,64,RM,192
12212,Mateusz Cholewiak,64,LM,192
12213,Callum Morton,64,ST,192
12214,Julian Guttau,64,LM,192
12215,Yanis Begraoui,64,ST,192
12216,Aly Abeid,64,LB,192
12217,Franck Evina,64,LM,192
12218,David Alba Fernández,64,CB,192
12219,Matías Borgogno,64,GK,192
12220,Erik Tallig,64,CM,192
12221,Adam Hellborg,64,CDM,192
12222,Max Watters,64,ST,192
12223,Kilian Ludewig,64,RB,192
12224,Agon Mucolli,64,LW,192
12225,Craig Sibbald,64,CM,192
12226,Johannes Dörfler,64,RB,192
12227,Garland Gbellé,64,CM,192
12228,Muhammed Kiprit,64,ST,192
12229,Joseph Anang,64,GK,192
12230,Dominic Thompson,64,LWB,192
12231,Ricki Lamie,64,CB,192
12232,Hilary Gong,64,RM,192
12233,Prince Osei Owusu,64,ST,192
12234,Daniel Bielica,64,GK,192
12235,Thomas Rotter,64,CB,192
12236,Michał Rakoczy,64,CF,192
12237,Marius Mouandilmadji,64,ST,192
12238,Steeve Beusnard,64,CM,192
12239,Edoardo Masciangelo,64,LB,192
12240,Jökull Andrésson,64,GK,192
12241,Joel Randall,64,LM,192
12242,Jean Carlos de Brito,64,LWB,192
12243,Guy-Marcelin Kilama,64,CB,192
12244,Ahmet Gürleyen,64,CB,192
12245,Álvaro Barreal,64,RM,192
12246,Albie Morgan,64,CM,192
12247,Harvey White,64,CDM,192
12248,Kenzo Goudmijn,64,CAM,192
12249,Hans Christian Bernat,64,GK,192
12250,Jin Woo Jo,64,CB,192
12251,John Björkengren,64,CDM,192
12252,Amar Sejdič,64,CM,192
12253,Eddy Sylvestre,64,RM,192
12254,Boubacar Fofana,64,LW,192
12255,Liam Scales,64,CB,192
12256,Kadir Hodžić,64,LB,192
12257,Omir Fernandez,64,LW,192
12258,Josh Benson,64,CM,192
12259,Dylan Mbayo,64,RM,192
12260,Sibiry Keita,64,CAM,192
12261,Benji Michel,64,LM,192
12262,Tom Ducrocq,64,CDM,192
12263,Diego Altube Suárez,64,GK,192
12264,Egil Selvik,64,GK,192
12265,Rami Hajal,64,CAM,192
12266,Matthew Smith,64,CM,192
12267,Kyle John,64,RB,192
12268,Ionuț Balaur,64,CB,192
12269,Mihai Căpățînă,64,CM,192
12270,Doru Popadiuc,64,LM,192
12271,Cătălin Straton,64,GK,192
12272,Răzvan Trif,64,LWB,192
12273,Jonathan Rodríguez,64,CDM,192
12274,George Ganea,64,ST,192
12275,Davide Bettella,64,CB,192
12276,Magnus Knudsen,64,CM,192
12277,Thomas Hasal,64,GK,192
12278,Thore Pedersen,64,LB,192
12279,Thierno Ballo,64,RM,192
12280,Paolo Gozzi,64,LB,192
12281,Diant Ramaj,64,GK,192
12282,James Hill,64,CB,192
12283,Catalin Itu,64,CM,192
12284,Allan Linguet,64,RWB,192
12285,Constantin Grameni,64,CM,192
12286,Oliver Cooper,64,CAM,192
12287,Jack Iredale,64,CB,192
12288,Karl Hein,64,GK,192
12289,Jannes Van Hecke,64,CAM,192
12290,Boris Cespedes,64,CDM,192
12291,Cornel Dinu,64,LB,192
12292,Mihai Dobrescu,64,LB,192
12293,Enrique Peña Zauner,64,CAM,192
12294,Florin Achim,64,RB,192
12295,Adrien Lebeau,64,CAM,192
12296,Toby Savin,64,GK,192
12297,Kristian Arnstad,64,CM,192
12298,Niclas Thiede,64,GK,192
12299,Juan Pablo Passaglia,64,CM,192
12300,Christian Kinsombi,64,LM,192
12301,Hamza Saghiri,64,CDM,192
12302,Gary Magnée,64,CDM,192
12303,Ayoub Assal,64,CAM,192
12304,Peter Therkildsen,64,RB,192
12305,Adnan Ugur,64,CM,192
12306,Jordan Tunnicliffe,64,CB,192
12307,Fabian Greilinger,64,LB,192
12308,Niklas Lang,64,CB,192
12309,Javi Gómez,64,LM,192
12310,Mihai Velisar,64,LWB,192
12311,Zinédine Ould Khaled,64,CDM,192
12312,Rassoul Ndiaye,64,CDM,192
12313,Petar Petkovski,64,LW,192
12314,Betim Fazliji,64,CB,192
12315,Samuel Loric,64,LB,192
12316,Emanuel Maciel,64,CDM,192
12317,Agustín Lagos,64,RB,192
12318,Zakhele Lepasa,64,ST,192
12319,Jack Burroughs,64,LWB,192
12320,Moses Mawa,64,ST,192
12321,Jubril Okedina,64,CB,192
12322,Patrick Vroegh,64,CM,192
12323,Richmond Tachie,64,ST,192
12324,Stefano Russo,64,CDM,192
12325,Calvin Ramsay,64,RB,192
12326,Georgi Pashov,64,RWB,192
12327,Busquets,64,RB,192
12328,Gift Links,64,LWB,192
12329,Lion Schuster,64,CDM,192
12330,Richet Gómez,64,CDM,192
12331,Lorik Emini,64,CM,192
12332,Marlon Mejía,64,CB,192
12333,César Menacho,64,RM,192
12334,Miguel Ángel Leal Díaz,64,RB,192
12335,Sergio Adrián,64,CDM,192
12336,Maikel Chang,64,RM,192
12337,Carljohan Eriksson,64,GK,192
12338,Kélian Nsona,64,LM,192
12339,Alan Marinelli,64,RM,192
12340,Adama Fofana,64,LB,192
12341,Nahom Girmai Netabay,64,CM,192
12342,José Sánchez Martínez,64,CB,192
12343,Senne Lammens,64,GK,192
12344,Jefferson Caicedo,64,LM,192
12345,Robbie Robinson,64,LM,192
12346,Andres Dumitrescu,64,LB,192
12347,Can Coşkun,64,LB,192
12348,Tiago Banega,64,CM,192
12349,Isaac Nuhu,64,ST,192
12350,Kristers Tobers,64,CB,192
12351,Luke Le Roux,64,CDM,192
12352,Anton Liljenbäck,64,RWB,192
12353,Lars Olden Larsen,64,RW,192
12354,Young Jun Goh,64,CAM,192
12355,Oliver Dovin,64,GK,192
12356,Pedro Ibáñez,64,RB,192
12357,Nkosi Tafari,64,CB,192
12358,Lucas Lissens,64,CB,192
12359,Samuel Renel,64,CAM,192
12360,Daniel Mikić,64,CB,192
12361,Pius Krätschmer,64,LWB,192
12362,Ömer Beyaz,64,CAM,192
12363,Ari Leifsson,64,CB,192
12364,Tomás Lecanda,64,CB,192
12365,Jay Matete,64,CM,192
12366,Prince Ibara,64,ST,192
12367,Dylan Ouédraogo,64,CB,192
12368,Gabriel Barès,64,CDM,192
12369,Sebastian Nanasi,64,CAM,192
12370,Ishaq Abdulrazak,64,CM,192
12371,Dennis Cirkin,64,LB,192
12372,Malik Tillman,64,ST,192
12373,Javier Cueto Suárez,64,ST,192
12374,Zac McGraw,64,CB,192
12375,Marlon Suliman Mustapha,64,ST,192
12376,Fran González,64,CB,192
12377,Omar Haktab Traoré,64,RB,192
12378,Mathias Kvistgaarden,64,ST,192
12379,Ammar Helac,64,GK,192
12380,Damian Warchoł,64,ST,192
12381,Francisco Flores,64,CB,192
12382,Mariusz Fornalczyk,64,RM,192
12383,Lucas Brochero,64,RM,192
12384,Jakub Kiełb,64,LWB,192
12385,Aleks Ławniczak,64,CB,192
12386,Ionuț Șerban,64,CM,192
12387,Efe Tatlı,64,CM,192
12388,Connor Hall,64,CB,192
12389,George Thomson,64,RM,192
12390,Rocco Reitz,64,CM,192
12391,Adnan Aganović,64,CAM,192
12392,Luca Martínez Dupuy,64,ST,192
12393,Raúl Moro Prescoli,64,LW,192
12394,Jaouen Hadjam,64,LB,192
12395,Nikita Iosifov,64,LM,192
12396,Emanuel Emegha,64,ST,192
12397,Dejan Tetek,64,CDM,192
12398,Filip Jörgensen,64,GK,192
12399,Ayman Azhil,64,CDM,192
12400,Nahuel Banegas,64,LB,192
12401,Ged Garner,64,ST,192
12402,Abdourahmane Barry,64,CB,192
12403,Omar Sijarić,64,LM,192
12404,Godoy,64,RM,192
12405,Benedict Hollerbach,64,RM,192
12406,Giorgos Koutsias,64,ST,192
12407,Aimar Oroz Huarte,64,CAM,192
12408,Remco Balk,64,LW,192
12409,Thelo Aasgaard,64,CAM,192
12410,Naouirou Ahamada,64,CM,192
12411,Luciano Ferreyra,64,LM,192
12412,Matías Lazo,64,CB,192
12413,Ismael Ruiz Sánchez,64,CDM,192
12414,Jayden Braaf,64,LM,192
12415,Peer Koopmeiners,64,CDM,192
12416,Fredrik Oppegård,64,LB,192
12417,Tavares da Silva,64,CM,192
12418,Freddy Oncoy,64,CDM,192
12419,Marco Di Cesare,64,CB,192
12420,Modestas Vorobjovas,64,CDM,192
12421,Juan Mercado,64,CDM,192
12422,Santiago Ramírez,64,ST,192
12423,Sang Bin Jung,64,ST,192
12424,Yoon Ho Kwak,64,CB,192
12425,Łukasz Łakomy,64,CDM,192
12426,Cisse Sandra,64,CAM,192
12427,Conrad Wallem,64,RW,192
12428,Valentín Rodríguez,64,LB,192
12429,Agustín Da Silveira,64,CB,192
12430,Shola Shoretire,64,RM,192
12431,Mathis Lachuer,64,CM,192
12432,Nikola Stosic,64,CDM,192
12433,Dane Scarlett,64,ST,192
12434,Luis Cáceres,64,CB,192
12435,Robin Meißner,64,ST,192
12436,Pedro Vite,64,CF,192
12437,Daniel Pereira,64,CDM,192
12438,Ron Berlinski,64,RW,192
12439,Pablo Minissale,64,CB,192
12440,Ramiro Sordo,64,LW,192
12441,Kristensen,64,CB,192
12442,Gregorio Gracia Sánchez,64,CM,192
12443,Diego Calcaterra,64,CB,192
12444,Joao Grimaldo,64,CAM,192
12445,Nayel Mehssatou,64,RB,192
12446,Kacper Tobiasz,64,GK,192
12447,Marco Tol,64,CB,192
12448,Kévin Schur,64,RWB,192
12449,Yassine Bahassa,64,RM,192
12450,Maximiliano Moreira,64,LB,192
12451,Robert Popa,64,GK,192
12452,Franz Pfanne,64,CDM,192
12453,Kenneth Schmidt,64,CB,192
12454,Mateusz Grzybek,64,RB,192
12455,Guilherme Gomes Garutti,64,CB,192
12456,Malcom Bokele,64,CB,192
12457,Marco Pašalić,64,LM,192
12458,Maxime Sivis,64,RB,192
12459,Felix Strauss,64,CB,192
12460,Marko Vukčević,64,RB,192
12461,Yannik Engelhardt,64,CDM,192
12462,Jovan Nišić,64,CDM,192
12463,Anton Krivotsyuk,64,CB,192
12464,James Trafford,64,GK,192
12465,Sambu Mansoni,64,RWB,192
12466,Robert Wagner,64,CM,192
12467,Morgan Faßbender,64,RM,192
12468,Koki Hinokio,64,CAM,192
12469,Ismaël Gharbi,64,LW,192
12470,Alberto Toril Domingo,64,ST,192
12471,Ilias Bronkhorst,64,RB,192
12472,Callum Doyle,64,CB,192
12473,Lasso Coulibaly,64,RW,192
12474,D'Margio Wright-Phillips,64,LW,192
12475,Alex Paulsen,64,GK,192
12476,Eiran Cashin,64,CB,192
12477,Liam Thompson,64,CDM,192
12478,Oğuz Aydın,64,LM,192
12479,Josep Gayà Martínez,64,CB,192
12480,Diego Moreno Garbayo,64,RB,192
12481,González,64,CM,192
12482,Meira Meixedo,64,GK,192
12483,Alex Gilbey,64,CM,192
12484,Hazaa Al Hazaa,64,ST,192
12485,Jann George,64,CAM,192
12486,Matt Penney,64,LWB,192
12487,Connor McLennan,64,RM,192
12488,Brandon Thomas-Asante,64,RW,192
12489,Harry Smith,64,ST,192
12490,Dawid Kurminowski,64,ST,192
12491,Dion Pereira,64,RM,192
12492,Noel Niemann,64,ST,192
12493,Samuel Mráz,64,ST,192
12494,Vitalie Damascan,64,ST,192
12495,Gonçalo Cardoso,64,CB,192
12496,Loránd Fülöp,64,CAM,192
12497,Eduard Florescu,64,CM,192
12498,Boubacar Traoré,64,CM,192
12499,Valera,64,RM,192
12500,Wahid Faghir,64,ST,192
12501,Hannibal Mejbri,64,CAM,192
12502,Alioune Ndour,64,RM,192
12503,Taïryk Arconte,64,RM,192
12504,Younes Bakiz,64,LW,192
12505,Javier Serrano Martínez,64,CDM,192
12506,Abdullah Durak,64,CDM,192
12507,Anders Lindegaard,64,GK,192
12508,Enrico Guarna,64,GK,192
12509,Marino Defendi,64,CM,192
12510,Cenk Gönen,64,GK,192
12511,Janus Drachmann,64,CDM,192
12512,Xiangchuang Yan,64,ST,192
12513,John-Joe O'Toole,64,CB,192
12514,Paddy Madden,64,ST,192
12515,Jasmin Buric,64,GK,192
12516,Mario Kröpfl,64,LM,192
12517,Fabrizio Paghera,64,CM,192
12518,Mustafa Amini,64,CM,192
