id,name,stat,position,price
2208,Alfonso Espino,78,LB,312
2209,Joël Veltman,78,CB,312
2210,Pablo Rosario,78,CDM,312
2211,James Milner,78,CM,312
2212,Maxime Lopez,78,CM,312
2213,Nikola Vlašić,78,LM,312
2214,Mathew Ryan,78,GK,312
2215,Jean-Clair Todibo,78,CB,312
2216,Marcos Senesi,78,CB,312
2217,Traorè,78,LM,312
2218,Jesse Lingard,78,CAM,312
2219,Aïssa Mandi,78,CB,312
2220,Stefano Sensi,78,CM,312
2221,Giovanni Simeone,78,ST,312
2222,Çağlar Söyüncü,78,CB,312
2223,Odion Ighalo,78,ST,312
2224,Clément Lenglet,78,CB,312
2225,Dennis Praet,78,CAM,312
2226,Miguel Almirón,78,RM,312
2227,Diogo Dalot,78,RB,312
2228,Taras Stepanenko,78,CDM,312
2229,Romarinho,78,CF,312
2230,Raúl Ruidíaz,78,ST,312
2231,Sebastian Rode,78,CDM,312
2232,Emil Audero,78,GK,312
2233,Paulinho,78,ST,312
2234,Nahuel Molina,78,RWB,312
2235,Rubén Peña,78,RB,312
2236,Lucas Pérez,78,ST,312
2237,Federico Dimarco,78,LWB,312
2238,Enes Ünal,78,ST,312
2239,Grzegorz Krychowiak,78,CDM,312
2240,Gianluca Caprari,78,CF,312
2241,Marc Guehi,78,CB,312
2242,Franco Cervi,78,LM,312
2243,Gilberto,78,RB,312
2244,Pozuelo,78,CAM,312
2245,Emerson,78,RWB,312
2246,Emiliano Rigoni,78,RM,312
2247,Sergio Romero,78,GK,312
2248,Marwin Hitz,78,GK,312
2249,Willian José,78,ST,312
2250,Sergio Rochet,78,GK,312
2251,Kolo Muani,78,ST,312
2252,Timothy Castagne,78,RB,312
2253,Juan Bernat,78,LB,312
2254,Sergio Herrera,78,GK,312
2255,Jonas Hector,78,LB,312
2256,Thomas Strakosha,78,GK,312
2257,Stole Dimitrievski,78,GK,312
2258,Sofiane Diop,78,LM,312
2259,Luiz Araújo,78,RM,312
2260,Gabriel Arias,78,GK,312
2261,Pacheco,78,GK,312
2262,Maximiliano Gómez,78,ST,312
2263,Pablo Maffeo,78,RB,312
2264,Melendo,78,CAM,312
2265,Francesco Caputo,78,ST,312
2266,Alex Meret,78,GK,312
2267,Alexander Nübel,78,GK,312
2268,Mário Rui,78,LB,312
2269,Caio Henrique,78,LB,312
2270,Ben Mee,78,CB,312
2271,Josef Martínez,78,ST,312
2272,Duje Ćaleta-Car,78,CB,312
2273,Marcus Edwards,78,RW,312
2274,Sebastián Driussi,78,CAM,312
2275,Aaron Cresswell,78,LB,312
2276,Willy Boly,78,CB,312
2277,Christoph Baumgartner,78,CAM,312
2278,Saïd Benrahma,78,LM,312
2279,Frédéric Guilbert,78,RWB,312
2280,Dante,78,CB,312
2281,Guglielmo Vicario,78,GK,312
2282,Óliver Torres,78,CM,312
2283,Evanilson,78,ST,312
2284,Quintero,78,CAM,312
2285,Aleksandar Mitrović,78,ST,312
2286,Altay Bayındır,78,GK,312
2287,Philipp Lienhart,78,CB,312
2288,Predrag Rajković,78,GK,312
2289,Alexey Miranchuk,78,CAM,312
2290,Lucas Alario,78,ST,312
2291,Kyle Walker-Peters,78,RB,312
2292,Craig Dawson,78,CB,312
2293,Víctor Ruiz Torre,78,CB,312
2294,Joseph Aidoo,78,CB,312
2295,Jiří Pavlenka,78,GK,312
2296,Brahim Díaz,78,CAM,312
2297,Jorge Molina,78,ST,312
2298,Mesut Özil,78,CAM,312
2299,Oriol Romeu Vidal,78,CDM,312
2300,Guillermo Maripán,78,CB,312
2301,Salvatore Sirigu,78,GK,312
2302,Moussa Djitté,78,ST,312
2303,Nicu?or Bancu,78,LB,312
2304,Brenner Souza da Silva,78,ST,312
2305,Dániel Gazdag,78,CAM,312
2306,Gigot,78,CB,312
2307,Gonzalo Marinelli,78,GK,312
2308,David McGoldrick,78,ST,312
2309,Jesper Hansen,78,GK,312
2310,Beiranvand,78,GK,312
2311,Dylan Bronn,78,CB,312
2312,Hatanaka,78,CB,312
2313,Mario Gavranović,78,ST,312
2314,Nemanja Radonjić,78,LW,312
2315,Dante Vanzeir,78,ST,312
2316,Amir Abedzadeh,78,GK,312
2317,Tom Lockyer,78,CB,312
2318,Antonee Robinson,78,LB,312
2319,Takefusa Kubo,78,RM,312
2320,James Léa Siliki,78,CM,312
2321,Ado Onaiwu,78,ST,312
2322,Dong Kyung Lee,78,CM,312
2323,Osako,78,ST,312
2324,Ramírez,78,RB,312
2325,Ryan Mmaee,78,ST,312
2326,Anders Dreyer,78,RW,312
2327,Jackson Yueill,78,CDM,312
2328,Martin Erlić,78,CB,312
2329,de la Fuente,78,LW,312
2330,Abdullah Al Mayoof,78,GK,312
2331,Diego Palacios,78,LB,312
2332,Philipp Köhn,78,GK,312
2333,Jaziri,78,ST,312
2334,Youssef Maleh,78,CM,312
2335,Ivušic,78,GK,312
2336,Abel Ruiz Ortega,78,ST,312
2337,Aguirre,78,LB,312
2338,Christopher Antwi-Adjej,78,LW,312
2339,Sainsbury,78,CB,312
2340,Brian Ocampo,78,RW,312
2341,Bukari,78,RM,312
2342,Robert Skov,78,RW,312
2343,Corozo,78,LM,312
2344,Amadou Onana,78,CDM,312
2345,Gyasi Zardes,78,ST,312
2346,Sang Ho Na,78,LW,312
2347,Domínguez,78,GK,312
2348,Devyne Rensch,78,RB,312
2349,Shojaei,78,CAM,312
2350,Moro,78,CDM,312
2351,Yvan Neyou,78,CDM,312
2352,Stéphane Bahoken,78,ST,312
2353,Sadegh Moharrami,78,RB,312
2354,Azzedine Ounahi,78,CM,312
2355,Brenden Aaronson,78,CAM,312
2356,José Cifuentes,78,CDM,312
2357,Fodé Ballo-Touré,78,LB,312
2358,Corozo,78,LM,312
2359,Rezaei,78,ST,312
2360,Malong,78,CM,312
2361,Randall Leal,78,LM,312
2362,Seny Dieng,78,GK,312
2363,Ezatolahi,78,CM,312
2364,Sultan Al Ghannam,78,RB,312
2365,Cameron Carter-Vickers,78,CB,312
2366,Yamane,78,RB,312
2367,Yamaguchi,78,CM,312
2368,Robert Gumny,78,RWB,312
2369,Reo Hatate,78,CM,312
2370,Tom Lawrence,78,LW,312
2371,Timothy Weah,78,RM,312
2372,Andreas Maxsø,78,CB,312
2373,Facundo Pellistri,78,RM,312
2374,Ali Abdi,78,LWB,312
2375,Meriah,78,CB,312
2376,Mohammed Al Buraik,78,RB,312
2377,Name,78,CDM,312
2378,Oyongo,78,LB,312
2379,Samy Mmaee,78,CB,312
2380,Carlos Gruezo,78,CDM,312
2381,Will Vaulks,78,CDM,312
2382,Yasser Al Shahrani,78,LB,312
2383,Bartosz Bereszyński,78,RB,312
2384,Juan Cazares,78,CAM,312
2385,Abdulelah Al Amri,78,CB,312
2386,Ricardo Rodríguez,78,CB,312
2387,Zakaria Aboukhlal,78,RW,312
2388,Bo Kyung Kim,78,CM,312
2389,Ulisses Garcia,78,LB,312
2390,Gastón Olveira,78,GK,312
2391,Kannemann,78,CB,312
2392,Arkadiusz Reca,78,LWB,312
2393,Abdelhamid Sabiri,78,CAM,312
2394,Mark-Anthony Kaye,78,CM,312
2395,Jordan Siebatcheu,78,ST,312
2396,Moisés Caicedo,78,CM,312
2397,Bum Keun Song,78,GK,312
2398,Loris Benito,78,LB,312
2399,Antonio Čolak,78,ST,312
2400,Eiji Kawashima,78,GK,312
2401,Martin Hongla,78,CM,312
2402,Chris Mepham,78,CB,312
2403,Preciado,78,LM,312
2404,León,78,CB,312
2405,Reyes,78,CB,312
2406,Ansarifard,78,ST,312
2407,Harold Moukoudi,78,CB,312
2408,Borna Barišić,78,LB,312
2409,Harry Souttar,78,CB,312
2410,Rojas,78,LM,312
2411,Riley McGree,78,CM,312
2412,Michal Helik,78,CB,312
2413,Seung Ho Paik,78,CM,312
2414,Takuma Asano,78,RW,312
2415,Nam,78,RM,312
2416,Mamadou Loum,78,CDM,312
2417,Ebrahimi,78,CDM,312
2418,dos Santos,78,CDM,312
2419,Bruno Fornaroli,78,ST,312
2420,Kim,78,GK,312
2421,Abdul Rahman Baba,78,LB,312
2422,Thomas Kaminski,78,GK,312
2423,Danny Vukovic,78,GK,312
2424,Tim Ream,78,CB,312
2425,Richard Ofori,78,GK,312
2426,Aïssa Laïdouni,78,CDM,312
2427,Dejagah,78,RM,312
2428,Samuel Piette,78,CDM,312
2429,Tomasz Kędziora,78,RB,312
2430,Fernando Gaibor,78,CAM,312
2431,Gerardo Arteaga,78,LB,312
2432,Mubarak Wakaso,78,CM,312
2433,Ben Cabango,78,CB,312
2434,Radosław Majecki,78,GK,312
2435,Kellyn Acosta,78,CM,312
2436,Vanja Milinković-Savić,78,GK,312
2437,Al Haydos,78,RW,312
2438,Kamal Miller,78,CB,312
2439,Hatem,78,CM,312
2440,Nawaf Al Abed,78,CAM,312
2441,Hwang,78,CM,312
2442,Mathias Jensen,78,CM,312
2443,Jean-Charles Castelletto,78,CB,312
2444,Rhyan Grant,78,RB,312
2445,Cáceres,78,CB,312
2446,Jung,78,CDM,312
2447,Edimilson Fernandes,78,CM,312
2448,Jacob Bruun Larsen,78,LW,312
2449,Sasaki,78,CB,312
2450,Dion Lopy,78,CM,312
2451,Luka Sučić,78,CAM,312
2452,Chul Hong,78,LWB,312
2453,Benjamin Tetteh,78,ST,312
2454,Ayase Ueda,78,ST,312
2455,Cyle Larin,78,ST,312
2456,Inagaki,78,CDM,312
2457,Karol Świderski,78,ST,312
2458,Pape Matar Sarr,78,CM,312
2459,Boudiaf,78,CM,312
2460,Ahmadou Bamba Dieng,78,ST,312
2461,Yunus Musah,78,RM,312
2462,David von Ballmoos,78,GK,312
2463,Rodríguez,78,LB,312
2464,Jonathan Osorio,78,CM,312
2465,Marcus Ingvartsen,78,ST,312
2466,Kenny Dougall,78,CDM,312
2467,Bingourou Kamara,78,GK,312
2468,Nicola Zalewski,78,LM,312
2469,Taniguchi,78,CB,312
2470,Peter Vindahl Jensen,78,GK,312
2471,Torres,78,RM,312
2472,Kieffer Moore,78,ST,312
2473,Christian Benteke,78,ST,312
2474,Jonas Lössl,78,GK,312
2475,Mihailo Ristić,78,LB,312
2476,Milan Badelj,78,CDM,312
2477,Collins Fai,78,RB,312
2478,Jesus Ferreira,78,CF,312
2479,Dodi Lukébakio,78,RM,312
2480,Aaron Long,78,CB,312
2481,Eray Cömert,78,CB,312
2482,Sebastian Lletget,78,CM,312
2483,Paul Arriola,78,RM,312
2484,Miloš Degenek,78,CB,312
2485,Ali,78,ST,312
2486,Armel Bella Kotchap,78,CB,312
2487,Wayne Hennessey,78,GK,312
2488,Martin Boyle,78,CF,312
2489,Domínguez,78,CB,312
2490,Mikael Uhre,78,ST,312
2491,Majeed Ashimeru,78,CM,312
2492,Selim Amallah,78,CAM,312
2493,Jacek Góralski,78,CDM,312
2494,Richie Laryea,78,RWB,312
2495,Damian Szymański,78,CM,312
2496,Seung Gyu Kim,78,GK,312
2497,Pineida,78,LB,312
2498,Ivo Grbić,78,GK,312
2499,Aziz Behich,78,LB,312
2500,Jean Onana,78,CM,312
2501,Ehsan Haji Safi,78,LB,312
2502,Joe Rodon,78,CB,312
2503,Joe Allen,78,CDM,312
2504,Tagnaouti,78,GK,312
2505,Kaoru Mitoma,78,LM,312
2506,Hyeon Woo Jo,78,GK,312
2507,Terans,78,CF,312
2508,Cameron Devlin,78,CM,312
2509,Yukinari Sugawara,78,RB,312
2510,Jun Ho Son,78,CDM,312
2511,Fabian Frei,78,CB,312
2512,Erik Palmer-Brown,78,CB,312
2513,Ali Gholizadeh,78,RM,312
2514,Kamil Grosicki,78,LM,312
2515,Dong Jun Lee,78,RM,312
2516,Škoric,78,CB,312
2517,Jens Stage,78,CM,312
2518,Sung Yun Gu,78,GK,312
2519,Lawrence Ati Zigi,78,GK,312
2520,Ronald Matarrita,78,LB,312
2521,Alistair Johnston,78,RM,312
2522,Josip Stanišić,78,RB,312
2523,Mathew Leckie,78,LM,312
2524,Johan Vásquez,78,CB,312
2525,Esaka,78,CAM,312
2526,Won Sang Um,78,RW,312
2527,Adam Masina,78,LWB,312
2528,Ibarra,78,RM,312
2529,Vargas,78,CB,312
2530,Facundo Torres,78,RM,312
2531,Jin Su Kim,78,LB,312
2532,Miloš Veljković,78,CB,312
2533,Bencharki,78,LW,312
2534,Sang Woo Kang,78,LB,312
2535,Abdallah Sima,78,RM,312
2536,Garcés,78,ST,312
2537,Mohamed Dräger,78,RWB,312
2538,Arboleda,78,CB,312
2539,Lucas Cavallini,78,ST,312
2540,Jakub Kamiński,78,LM,312
2541,Zniti,78,GK,312
2542,Tae Hwan Kim,78,RB,312
2543,Kamil Glik,78,CB,312
2544,Emil Riis,78,ST,312
2545,Tejeda,78,CM,312
2546,Nouhou Tolo,78,LB,312
2547,Adam Davies,78,GK,312
2548,Chris Richards,78,CB,312
2549,Martínez,78,ST,312
2550,Young Gwon Kim,78,CB,312
2551,Felix Afena-Gyan,78,ST,312
2552,Saîf-Eddine Khaoui,78,CAM,312
2553,Julian Araujo,78,RB,312
2554,Davy Roef,78,GK,312
2555,Mathlouthi,78,RB,312
