id,name,stat,position,price
120,Lionel Messi,91,RW,455
121,Mohamed Salah,91,RM,455
122,Aubameyang,91,ST,455
123,Cristiano Ronaldo,91,ST,455
124,Robert Lewandowski,91,ST,455
125,Lionel Messi,91,RW,455
126,Kylian Mbappé,91,ST,455
127,Kevin De Bruyne,91,CM,455
128,Karim Benzema,91,CF,455
129,Christopher Nkunku,91,CF,455
130,Heung Min Son,91,LW,455
131,Emilio Butragueño,91,ST,455
132,Bobby Moore,91,CB,455
133,Luís Figo,91,RW,455
134,Iker Casillas,91,GK,455
135,Samuel Eto'o,91,ST,455
136,Gareth Bale,91,RW,455
137,Carles Puyol Saforcada,91,CB,455
138,Fabio Cannavaro,91,CB,455
139,Kenny Dalglish,91,ST,455
140,Rafael Leão,91,ST,455
141,Hristo Stoichkov,91,LW,455
142,Alessandro Del Piero,90,CF,450
143,Alessandro Nesta,90,CB,450
144,Andrea Pirlo,90,CM,450
145,Carles Puyol Saforcada,90,CB,450
146,Carlos Alberto Torres,90,RB,450
147,Christian Vieri,90,ST,450
148,Claude Makélélé,90,CDM,450
149,Davor Šuker,90,ST,450
150,Dennis Bergkamp,90,CAM,450
151,Emilio Butragueño,90,ST,450
152,Emmanuel Petit,90,CDM,450
153,Éric Cantona,90,CF,450
154,Frank Lampard,90,CM,450
155,Frank Rijkaard,90,CDM,450
156,George Best,90,RW,450
157,Gianfranco Zola,90,CF,450
158,Henrik Larsson,90,ST,450
159,Hernán Crespo,90,ST,450
160,Hristo Stoichkov,90,LW,450
161,Jari Litmanen,90,CAM,450
162,Juan Sebastián Verón,90,CM,450
163,Kenny Dalglish,90,CF,450
164,Luís Figo,90,RW,450
165,Luis Hernández,90,ST,450
166,Garrincha,90,RW,450
167,Michael Essien,90,CDM,450
168,Nemanja Vidić,90,CB,450
169,Peter Schmeichel,90,GK,450
170,Rio Ferdinand,90,CB,450
171,Rivaldo,90,CF,450
172,Ronaldo,90,ST,450
173,Roy Keane,90,CM,450
174,Rui Manuel César Costa,90,CAM,450
175,Ruud Gullit,90,CM,450
176,Ruud van Nistelrooy,90,ST,450
177,Samuel Eto'o,90,ST,450
178,Thierry Henry,90,LW,450
179,Xavier Hernández,90,CM,450
180,Jean-Pierre Papin,90,ST,450
181,Lúcio,90,CB,450
183,Jairzinho,90,RW,450
184,Mohamed Salah,90,RW,450
185,Virgil van Dijk,90,CB,450
186,Cristiano Ronaldo,90,ST,450
187,Thibaut Courtois,90,GK,450
188,Manuel Neuer,90,GK,450
189,Heung Min Son,90,LW,450
190,Marcos Cafú,90,RB,450
191,Erling Haaland,90,ST,450
192,Thomas Müller,90,CAM,450
193,Neymar Jr,90,CAM,450
194,Franck Ribéry,90,CF,450
195,Casemiro,90,CDM,450
196,João Cancelo,90,CM,450
197,Sadio Mané,90,LM,450
198,Kalidou Koulibaly,90,CB,450
199,Vinícius Júnior,90,LW,450
200,Frenkie de Jong,90,CM,450
201,Virgil van Dijk,90,CB,450
202,Thibaut Courtois,90,GK,450
203,Cristiano Ronaldo,90,ST,450
204,Manuel Neuer,90,GK,450
205,Patrick Vieira,90,CM,450
206,Franck Ribéry,90,LW,450
207,Toni Kroos,90,CM,450
208,Jürgen Kohler,90,CB,450
209,Alejandro Gómez,90,CAM,450
210,Marcelo Brozovic,90,CDM,450
211,Morientes,90,ST,450
212,Luka Modric,90,CM,450
213,Marquinhos,90,CB,450
214,Robin van Persie,90,ST,450
215,Michael Laudrup,90,CAM,450
216,Didier Drogba,90,ST,450
217,Miroslav Klose,90,ST,450
218,Petr Cech,90,GK,450
219,Bastian Schweinsteiger,90,CM,450
220,Roberto Carlos,90,LB,450
221,Andriy Shevchenko,90,ST,450
222,Laurent Blanc,90,CB,450
223,Bruno Fernandes,90,CAM,450
224,Gary Lineker,90,ST,450
225,Gheorghe Hagi,90,CAM,450
226,Jude Bellingham,90,CM,450
227,Alan Shearer,89,ST,445
228,Ashley Cole,89,LB,445
229,Bastian Schweinsteiger,89,CM,445
230,Bobby Moore,89,CB,445
231,David Beckham,89,RM,445
232,David Trezeguet,89,ST,445
233,Didier Drogba,89,ST,445
234,Edwin van der Sar,89,GK,445
235,Eusébio,89,CF,445
236,Fabio Cannavaro,89,CB,445
237,Ferenc Puskás,89,CF,445
238,Fernando Hierro Ruiz,89,CB,445
239,Gary Lineker,89,ST,445
240,Gennaro Gattuso,89,CDM,445
241,Gheorghe Hagi,89,CAM,445
242,Gianluca Zambrotta,89,RB,445
243,Hugo Sánchez,89,ST,445
244,Ian Rush,89,ST,445
245,Ian Wright,89,ST,445
246,Johan Cruyff,89,CF,445
247,John Barnes,89,LW,445
248,Riquelme,89,CAM,445
249,Laurent Blanc,89,CB,445
250,Lev Yashin,89,GK,445
251,Marco van Basten,89,ST,445
252,Michael Ballack,89,CM,445
253,Michael Laudrup,89,LW,445
254,Miroslav Klose,89,ST,445
255,Paul Scholes,89,CM,445
256,Pavel Nedvěd,89,LM,445
257,Philipp Lahm,89,CDM,445
258,Kaká,89,CAM,445
259,Roberto Baggio,89,CF,445
260,Ronaldinho,89,CAM,445
261,Sócrates,89,CAM,445
262,Sol Campbell,89,CB,445
263,Steven Gerrard,89,CM,445
264,Robin van Persie,89,ST,445
265,Ricardo Carvalho,89,CB,445
266,Yaya Touré,89,CDM,445
267,Jay-Jay Okocha,89,CAM,445
268,Tomas Brolin,89,ST,445
269,Javier Mascherano,89,CDM,445
270,Rafael Márquez,89,CDM,445
271,Müller,89,ST,445
272,Xabi Alonso,89,CDM,445
273,Neymar Jr,89,LW,445
274,Heung Min Son,89,LW,445
275,Sadio Mané,89,LM,445
276,Joshua Kimmich,89,CDM,445
277,Casemiro,89,CDM,445
278,Alisson,89,GK,445
279,Harry Kane,89,ST,445
280,Ederson,89,GK,445
281,N'Golo Kanté,89,CDM,445
282,Jan Oblak,89,GK,445
283,Morientes,89,ST,445
284,Abedi Pelé,89,CAM,445
285,David Ginola,89,LM,445
286,Iker Casillas,89,GK,445
287,Jürgen Kohler,89,CB,445
288,Rudi Völler,89,ST,445
289,Jean-Pierre Papin,89,ST,445
290,Lucimar da Silva Ferreira,89,CB,445
291,Marquinhos,89,CB,445
292,Luka Modric,89,CM,445
293,Antonio Rüdiger,89,CB,445
294,Erling Haaland,89,ST,445
295,Phil Foden,89,LW,445
296,Gianluigi Donnarumma,89,GK,445
297,João Cancelo,89,LB,445
298,Gerard Piqué,89,CB,445
299,Toni Kroos,89,CM,445
300,Sergio Ramos,89,CB,445
301,Thiago,89,CM,445
302,Steven Berghuis,89,CAM,445
303,Jack Grealish,89,LW,445
304,Antoine Griezmann,89,ST,445
305,Kingsley Coman,89,LM,445
306,Fabinho,89,CDM,445
307,Joshua Kimmich,89,CDM,445
308,Alisson,89,GK,445
309,Heung Min Son,89,LW,445
310,Ederson,89,GK,445
311,Neymar Jr,89,LW,445
312,Casemiro,89,CDM,445
313,Harry Kane,89,ST,445
314,Sadio Mané,89,LM,445
315,Palhinha,89,CDM,445
316,Sergej Milinkovic-Savic,89,CM,445
317,Leon Goretzka,89,CM,445
318,Bruno Guimarães,89,CM,445
319,Kyle Walker,89,RB,445
320,Luis Suárez,89,ST,445
321,Emmanuel Petit,89,CDM,445
322,Hernán Crespo,89,ST,445
323,Marco Asensio,89,ST,445
324,Aymeric Laporte,89,CB,445
325,Lautaro Martínez,89,ST,445
326,Pedri,89,CM,445
327,Alessandro Nesta,88,CB,440
328,Andrea Pirlo,88,CM,440
329,Andriy Shevchenko,88,ST,440
330,Christian Vieri,88,ST,440
331,Clarence Seedorf,88,CM,440
332,Emmanuel Petit,88,CDM,440
333,Éric Cantona,88,CF,440
334,Fernando Torres,88,ST,440
335,Franco Baresi,88,CB,440
336,Frank Lampard,88,CM,440
337,Frank Rijkaard,88,CB,440
338,George Best,88,RW,440
339,Jari Litmanen,88,CAM,440
340,Javier Zanetti,88,RB,440
341,Juan Sebastián Verón,88,CM,440
342,Lothar Matthäus,88,CB,440
343,Luís Figo,88,CAM,440
344,Marcel Desailly,88,CDM,440
345,Michael Owen,88,ST,440
346,Nemanja Vidić,88,CB,440
347,Paolo Maldini,88,LB,440
348,Patrick Kluivert,88,ST,440
349,Patrick Vieira,88,CM,440
350,Petr Cech,88,GK,440
351,Raúl González Blanco,88,CF,440
352,Rio Ferdinand,88,CB,440
353,Robert Pirès,88,LM,440
354,Roberto Carlos,88,LB,440
355,Ronald Koeman,88,CB,440
356,Roy Keane,88,CM,440
357,Rui Manuel César Costa,88,CAM,440
358,Xavier Hernández,88,CM,440
359,Wayne Rooney,88,CF,440
360,Al-Owairan,88,CAM,440
361,Landon Donovan,88,RM,440
362,Włodzimierz Smolarek,88,ST,440
363,Claudio Marchisio,88,CM,440
364,Capdevila,88,LB,440
365,Hidetoshi Nakata,88,CAM,440
366,Harry Kewell,88,CF,440
367,Dirk Kuyt,88,RM,440
368,Jairzinho,88,RW,440
369,Erling Haaland,88,ST,440
370,Toni Kroos,88,CM,440
371,Marquinhos,88,CB,440
372,Bernardo Silva,88,CAM,440
373,Rúben Dias,88,CB,440
374,João Cancelo,88,LB,440
375,ter Stegen,88,GK,440
376,Luka Modric,88,CM,440
377,Keylor Navas,88,GK,440
378,Gianluigi Donnarumma,88,GK,440
379,Jay-Jay Okocha,88,CAM,440
380,Antonio Di Natale,88,ST,440
381,Mario Gomez,88,ST,440
382,Marcos Cafú,88,RB,440
383,Diego Milito,88,ST,440
384,Ricardo Carvalho,88,CB,440
385,Rafael Márquez,88,CB,440
386,Javier Mascherano,88,CB,440
387,Diego Forlán,88,ST,440
388,Paulo Dybala,88,CF,440
389,Matthijs de Ligt,88,CB,440
390,Raheem Sterling,88,LW,440
391,Niklas Süle,88,CB,440
392,Martin Ødegaard,88,CAM,440
393,Federico Valverde,88,CM,440
394,Gerard Moreno,88,ST,440
395,Edin Džeko,88,ST,440
396,David Alaba,88,CB,440
397,David Alaba,88,CB,440
398,Kai Havertz,88,CAM,440
399,Theo Hernández,88,LW,440
400,Reece James,88,RW,440
401,Gonzalo Higuaín,88,ST,440
402,Kevin Trapp,88,GK,440
403,Romelu Lukaku,88,ST,440
404,Carvajal,88,RB,440
405,Arkadiusz Milik,88,ST,440
406,Filip Kostic,88,LM,440
407,Mason Mount,88,CAM,440
408,Eden Hazard,88,LW,440
409,Keylor Navas,88,GK,440
410,ter Stegen,88,GK,440
411,João Cancelo,88,LB,440
412,Rúben Dias,88,CB,440
413,Bernardo Silva,88,CAM,440
414,Luka Modric,88,CM,440
415,Marquinhos,88,CB,440
416,Jorge Campos,88,GK,440
417,Freddie Ljungberg,88,LM,440
418,Robbie Keane,88,ST,440
419,Joe Cole,88,LM,440
420,Tim Cahill,88,ST,440
421,Christian Pulisic,88,LW,440
422,Cristian Romero,88,CB,440
423,Sofiane Boufal,88,CF,440
424,Georginio Wijnaldum,88,CM,440
425,Gianluca Zambrotta,88,RB,440
426,Sergio Busquets,88,CDM,440
427,Steven Bergwijn,88,ST,440
428,Luis Hernández,88,ST,440
429,Marcus Rashford,88,LW,440
430,Alves da Silva,88,RB,440
431,Cavani,88,ST,440
432,Leroy Sané,88,CAM,440
433,Richarlison,88,ST,440
434,Hakim Ziyech,88,CAM,440
435,Marcos Acuña,88,LB,440
436,Davor Šuker,88,ST,440
437,Éder Militão,88,CB,440
438,Bukayo Saka,88,RM,440
439,Youri Tielemans,88,CDM,440
440,Alan Shearer,87,ST,435
441,Alessandro Del Piero,87,CF,435
442,Ashley Cole,87,LB,435
443,Bastian Schweinsteiger,87,LM,435
444,Bobby Moore,87,CB,435
445,Carlos Alberto Torres,87,CB,435
446,Claude Makélélé,87,CDM,435
447,David Beckham,87,CM,435
448,Davor Šuker,87,ST,435
449,Dennis Bergkamp,87,CF,435
450,Didier Drogba,87,ST,435
451,Edwin van der Sar,87,GK,435
452,Emilio Butragueño,87,ST,435
453,Fabio Cannavaro,87,CB,435
454,Gary Lineker,87,ST,435
455,Gennaro Gattuso,87,CDM,435
456,Gianfranco Zola,87,CF,435
457,Gianluca Zambrotta,87,LB,435
458,Henrik Larsson,87,ST,435
459,Hernán Crespo,87,ST,435
460,Hristo Stoichkov,87,ST,435
461,Hugo Sánchez,87,ST,435
462,Ian Rush,87,ST,435
463,Ian Wright,87,ST,435
464,Javier Zanetti,87,LB,435
465,John Barnes,87,LW,435
466,Riquelme,87,CAM,435
467,Kenny Dalglish,87,ST,435
468,Luis Hernández,87,ST,435
469,Marcel Desailly,87,CB,435
470,Michael Essien,87,CDM,435
471,Miroslav Klose,87,ST,435
472,Paul Scholes,87,CM,435
473,Philipp Lahm,87,LB,435
474,Kaká,87,CAM,435
475,Rivaldo,87,CAM,435
476,Samuel Eto'o,87,ST,435
477,Sócrates,87,CAM,435
478,Sol Campbell,87,CB,435
479,Thierry Henry,87,LW,435
480,Robin van Persie,87,ST,435
481,Park Ji-sung,87,CAM,435
482,Sidney Govou,87,CAM,435
483,Xabi Alonso,87,CDM,435
484,David De Gea,87,GK,435
485,Hugo Lloris,87,GK,435
486,Trent Alexander-Arnold,87,RB,435
487,Kalidou Koulibaly,87,CB,435
488,Rodri,87,CDM,435
489,Andrew Robertson,87,LB,435
490,Fabinho,87,CDM,435
491,Frenkie de Jong,87,CM,435
492,Antonio Rüdiger,87,CB,435
493,Thomas Müller,87,CAM,435
494,Leon Goretzka,87,CM,435
495,Marco Verratti,87,CM,435
496,Mike Maignan,87,GK,435
497,Ciro Immobile,87,ST,435
498,Joe Cole,87,RW,435
499,Iván Córdoba,87,CB,435
500,Jorge Campos,87,GK,435
501,Hidetoshi Nakata,87,CAM,435
502,Iker Casillas,87,GK,435
503,Yaya Touré,87,CDM,435
504,Claudio Marchisio,87,CM,435
505,Tomas Brolin,87,ST,435
506,Harry Kewell,87,LW,435
507,Ángel Di María,87,RW,435
508,Wojciech Szczesny,87,GK,435
509,Darwin Núñez,87,ST,435
510,Sergej Milinkovic-Savic,87,CM,435
511,Kevin Trapp,87,GK,435
512,Dejan Kulusevski,87,RW,435
513,Ibrahima Konaté,87,CB,435
514,Zambo Anguissa,87,CDM,435
515,Aaron Wan-Bissaka,87,RB,435
516,Patrik Schick,87,ST,435
517,Ismaël Bennacer,87,CDM,435
518,Lucas Paquetá,87,CAM,435
519,Sávio Moreira de Oliveira,87,RW,435
520,João Mário,87,CM,435
521,Leonardo Bonucci,87,CB,435
522,Kalvin Phillips,87,CDM,435
523,Nabil Fekir,87,CAM,435
524,Nicolò Barella,87,CM,435
525,Lorenzo Insigne,87,LW,435
526,Dimitri Payet,87,CAM,435
527,Davinson Sánchez,87,CB,435
528,Lautaro Martínez,87,ST,435
529,Federico Chiesa,87,RW,435
530,Fred,87,LM,435
531,Mauro Icardi,87,LW,435
532,Cody Gakpo,87,LW,435
533,Anssumane Fati,87,ST,435
534,Rafael Leão,87,LW,435
535,Serge Gnabry,87,RM,435
536,Andrej Kramaric,87,CF,435
537,Andreas Christensen,87,CB,435
538,Joaquín Correa,87,CF,435
539,Danilo Pereira,87,CDM,435
540,Julian Brandt,87,CAM,435
541,Morata,87,ST,435
542,Nathan Aké,87,CB,435
543,Thomas Müller,87,CAM,435
544,Fabinho,87,CDM,435
545,Frenkie de Jong,87,CM,435
546,Rodri,87,CDM,435
547,Trent Alexander-Arnold,87,RB,435
548,Leon Goretzka,87,CM,435
549,Kalidou Koulibaly,87,CB,435
550,David De Gea,87,GK,435
551,Hugo Lloris,87,GK,435
552,Antonio Rüdiger,87,CB,435
553,Mike Maignan,87,GK,435
554,Leandro Paredes,87,CDM,435
555,André Silva,87,ST,435
556,Leander Dendoncker,87,CB,435
557,Denis Zakaria,87,CDM,435
558,David Silva,87,CAM,435
559,Martin Terrier,87,LW,435
560,Davy Klaassen,87,CAM,435
561,Sami Al-Jaber,87,ST,435
562,Yannick Carrasco,87,LM,435
563,Junya Ito,87,RW,435
564,Hirving Lozano,87,RW,435
565,Juan Cuadrado,87,RM,435
566,Moise Kean,87,ST,435
567,Ben White,87,CB,435
568,Lionel Messi,87,RW,435
569,William Carvalho,87,CDM,435
570,Christian Eriksen,87,CAM,435
571,Alphonso Davies,87,LW,435
572,Olivier Giroud,87,ST,435
573,Serge Gnabry,87,RW,435
574,Achraf Hakimi,87,RB,435
575,Camavinga,87,CM,435
576,Gonçalo Matias Ramos,87,ST,435
577,Rodrygo,87,RW,435
578,Andriy Shevchenko,86,ST,430
579,Carles Puyol Saforcada,86,RB,430
580,Christian Vieri,86,ST,430
581,David Trezeguet,86,ST,430
582,Fernando Hierro Ruiz,86,CB,430
583,Frank Lampard,86,CM,430
584,Frank Rijkaard,86,CDM,430
585,Gianluca Zambrotta,86,RWB,430
586,Henrik Larsson,86,ST,430
587,John Barnes,86,CAM,430
588,Juan Sebastián Verón,86,CM,430
589,Michael Ballack,86,CM,430
590,Michael Owen,86,ST,430
591,Patrick Kluivert,86,ST,430
592,Patrick Vieira,86,CM,430
593,Pavel Nedvěd,86,LM,430
594,Peter Schmeichel,86,GK,430
595,Petr Cech,86,GK,430
596,Raúl González Blanco,86,CF,430
597,Roberto Carlos,86,LB,430
598,Roy Keane,86,CM,430
599,Ruud Gullit,86,CM,430
600,Ruud van Nistelrooy,86,ST,430
601,Steven Gerrard,86,CDM,430
602,Wayne Rooney,86,CAM,430
603,Peter Crouch,86,ST,430
604,Vinícius Júnior,86,LW,430
605,Aymeric Laporte,86,CB,430
606,Édouard Mendy,86,GK,430
607,Thiago Silva,86,CB,430
608,Raheem Sterling,86,LW,430
609,Thiago,86,CM,430
610,Wojciech Szczesny,86,GK,430
611,David Alaba,86,CB,430
612,Parejo,86,CM,430
613,Kingsley Coman,86,LM,430
614,Kevin Trapp,86,GK,430
615,Christopher Nkunku,86,CF,430
616,Riyad Mahrez,86,RW,430
617,Lautaro Martínez,86,ST,430
618,Ciro Immobile,86,ST,430
619,Romelu Lukaku,86,ST,430
620,Sergej Milinkovic-Savic,86,CM,430
621,Nicolò Barella,86,CM,430
622,Marcelo Brozovic,86,CDM,430
623,Milan Škriniar,86,CB,430
624,Paulo Dybala,86,CF,430
625,Bruno Fernandes,86,CAM,430
626,Federico Valverde,86,RW,430
627,Robbie Keane,86,ST,430
628,Ole Gunnar Solskjær,86,ST,430
629,Freddie Ljungberg,86,LM,430
630,Aleksandr Mostovoi,86,CAM,430
631,Jerzy Dudek,86,GK,430
632,Sami Al-Jaber,86,ST,430
633,Landon Donovan,86,CF,430
634,Dirk Kuyt,86,CAM,430
635,Capdevila,86,LB,430
636,Sidney Govou,86,ST,430
637,Ji Sung Park,86,LM,430
638,Wlodzimierz Smolarek,86,ST,430
639,Kai Havertz,86,ST,430
640,Richarlison,86,ST,430
641,Kessié,86,CDM,430
642,Gabriel Jesus,86,ST,430
643,Antony,86,RW,430
644,Aurélien Tchouaméni,86,CM,430
645,Nico Schlotterbeck,86,CB,430
646,Federico Valverde,86,CM,430
647,Cody Gakpo,86,LW,430
648,Rafael Leão,86,LW,430
649,Wissam Ben Yedder,86,ST,430
650,Thomas Lemar,86,CM,430
651,Robin Gosens,86,LWB,430
652,Martin Terrier,86,LW,430
653,Moses Simon,86,LM,430
654,Raphinha,86,RW,430
655,Jonathan Ikoné,86,RW,430
656,Bremer,86,CB,430
657,Mason Mount,86,CAM,430
658,Fikayo Tomori,86,CB,430
659,Pedri,86,CM,430
660,Romain Faivre,86,RM,430
661,Wilfried Zaha,86,LW,430
662,Jesús Navas,86,RB,430
663,Leon Bailey,86,RM,430
664,Radamel Falcao,86,ST,430
665,Dušan Vlahovic,86,ST,430
666,Leroy Sané,86,CAM,430
667,Smith Rowe,86,LM,430
668,Moussa Sissoko,86,CDM,430
669,Luuk de Jong,86,ST,430
670,Sheraldo Becker,86,ST,430
671,Sheraldo Becker,86,ST,430
672,Merino,86,CM,430
673,Chris Willock,86,CAM,430
674,Matthijs de Ligt,86,CB,430
675,Jude Bellingham,86,CM,430
676,Ivan Perišic,86,CAM,430
677,Seko Fofana,86,CB,430
678,Ross Barkley,86,ST,430
679,Ross Barkley,86,RW,430
680,Hamari Traoré,86,CDM,430
681,Domenico Berardi,86,CF,430
682,Gary Medel,86,CDM,430
683,Rodrigo Bentancur,86,CM,430
684,Stefan de Vrij,86,CB,430
685,Oleksandr Zinchenko,86,CM,430
686,James Maddison,86,RM,430
687,Kieran Trippier,86,RB,430
688,Moussa Diaby,86,CF,430
689,Theo Hernández,86,LB,430
690,Eric Maxim Choupo-Moting,86,ST,430
691,Thomas Delaney,86,CDM,430
692,Ronald Araujo,86,CB,430
693,Xherdan Shaqiri,86,CAM,430
694,Enner Valencia,86,ST,430
695,Matias Viña,86,LWB,430
696,Andrés Guardado,86,CDM,430
697,Kevin Trapp,86,GK,430
698,Marcelo Brozovic,86,CDM,430
699,Christopher Nkunku,86,CF,430
700,Sergej Milinkovic-Savic,86,CM,430
701,Thiago Silva,86,CB,430
702,Bruno Fernandes,86,CAM,430
703,Édouard Mendy,86,GK,430
704,Lautaro Martínez,86,ST,430
705,Thiago,86,CM,430
706,Wojciech Szczesny,86,GK,430
707,Raheem Sterling,86,LW,430
708,Romelu Lukaku,86,ST,430
709,Vinícius Júnior,86,LW,430
710,Paulo Dybala,86,CF,430
711,Aymeric Laporte,86,CB,430
712,Kingsley Coman,86,LM,430
713,Min Jae Kim,86,CB,430
714,Moise Kean,86,ST,430
715,Jonas Hofmann,86,CAM,430
716,Martin Ødegaard,86,CM,430
717,Edin Džeko,86,ST,430
718,Niclas Füllkrug,86,ST,430
719,Clint Dempsey,86,ST,430
720,Aaron Ramsey,86,CM,430
721,Iñaki Williams,86,ST,430
722,Miloš Degenek,86,CB,430
723,Timo Werner,86,ST,430
724,Dries Mertens,86,CF,430
725,Matheus Nunes,86,CM,430
726,Toko Ekambi,86,LM,430
727,Aleksandar Mitrovic,86,ST,430
728,Leandro Trossard,86,LM,430
729,Mateo Kovacic,86,CM,430
730,Brenden Aaronson,86,CAM,430
731,Timothy Weah,86,RM,430
732,Adrien Rabiot,86,CM,430
733,Simon Kjær,86,CB,430
734,Ferrán Torres,86,LW,430
735,Nagatomo,86,LB,430
736,Memphis Depay,86,CF,430
737,Luke Shaw,86,LB,430
738,Marcus Thuram,86,ST,430
739,Jeremie Frimpong,86,RB,430
740,Jonathan David,86,ST,430
741,Takefusa Kubo,86,CAM,430
742,Jules Koundé,86,CB,430
743,Mattéo Guendouzi,86,CDM,430
744,Giovanni Reyna,86,CAM,430
745,Lisandro Martínez,86,LB,430
746,Amine Harit,86,CAM,430
747,Daichi Kamada,86,CAM,430
748,Ashley Cole,85,LB,425
749,Clarence Seedorf,85,CM,425
750,Claude Makélélé,85,RM,425
751,Davor Šuker,85,ST,425
752,Emmanuel Petit,85,LB,425
753,Fernando Torres,85,ST,425
754,Gennaro Gattuso,85,CM,425
755,Gheorghe Hagi,85,CAM,425
756,Gianfranco Zola,85,CF,425
757,Hernán Crespo,85,ST,425
758,Ian Wright,85,ST,425
759,Jari Litmanen,85,CF,425
760,Laurent Blanc,85,CAM,425
761,Luis Hernández,85,ST,425
762,Michael Essien,85,CDM,425
763,Michael Laudrup,85,CF,425
764,Nemanja Vidić,85,CB,425
765,Rio Ferdinand,85,CB,425
766,Robert Pirès,85,CAM,425
767,Ronald Koeman,85,CB,425
768,Rui Manuel César Costa,85,CAM,425
769,Sol Campbell,85,CB,425
770,Pedri,85,CM,425
771,Jorginho,85,CM,425
772,Diogo Jota,85,CF,425
773,Marcos Acuña,85,LB,425
774,Yannick Carrasco,85,LM,425
775,Sergio Busquets,85,CDM,425
776,Nabil Fekir,85,CAM,425
777,Memphis Depay,85,CF,425
778,Iago Aspas,85,ST,425
779,Gerard Moreno,85,ST,425
780,Jordi Alba Ramos,85,LB,425
781,Péter Gulácsi,85,GK,425
782,Matthijs de Ligt,85,CB,425
783,Yann Sommer,85,GK,425
784,Niklas Süle,85,CB,425
785,Patrik Schick,85,ST,425
786,Marco Reus,85,CAM,425
787,Serge Gnabry,85,RM,425
788,Paul Pogba,85,CM,425
789,Theo Hernández,85,LB,425
790,Filip Kostić,85,LM,425
791,Phil Foden,85,LW,425
792,Ilkay Gündogan,85,CM,425
793,Kyle Walker,85,RB,425
794,Jamie Vardy,85,ST,425
795,Aubameyang,85,ST,425
796,Hamari Traoré,85,RB,425
797,Lars Ricken,85,CAM,425
798,Tim Cahill,85,ST,425
799,Clint Dempsey,85,CAM,425
800,Cody Gakpo,85,LW,425
801,Peter Crouch,85,ST,425
802,Saeed Al Owairan,85,RW,425
803,Thiago Silva,85,CB,425
804,Steven Bergwijn,85,LW,425
805,Renato Sanches,85,CM,425
